Address,Status,Property Type,Price,Price per sqft,HOA Fees,Bed,Bath,Size,Garage,Year Built,Street,City,State,Zip
"10800 Wilshire Blvd Apt 702, Los Angeles, CA 90024",For Sale,Condo,"2,695,000",1021,3700,2,3,"2,640",2,2005,10800 Wilshire Blvd Apt 702, Los Angeles,CA,90024
"3618 Stocker St, Los Angeles, CA 90008",For Sale,Multi-Family,"3,500,000",313,3700,16,1,"11,197",2,1941,3618 Stocker St, Los Angeles,CA,90008
"825 N Croft Ave Unit 302, Los Angeles, CA 90069",For Sale,Condo,"1,799,000",1030,480,3,3,"1,746",2,2020,825 N Croft Ave Unit 302, Los Angeles,CA,90069
"1041 N Spaulding Ave Unit 205, Los Angeles, CA 90046",For Sale,Townhome,"1,887,000",1179,505,3,3,"1,600",2,2020,1041 N Spaulding Ave Unit 205, Los Angeles,CA,90046
"5132 LA Calandria Way, Los Angeles, CA 90032",For Sale,Single Family,"799,900",429,505,4,2,"1,866",2,1930,5132 LA Calandria Way, Los Angeles,CA,90032
"434 E 90th St, Los Angeles, CA 90003",For Sale,Single Family,"649,990",426,505,4,2,"1,526",2,1926,434 E 90th St, Los Angeles,CA,90003
"4228 7th Ave, Los Angeles, CA 90008",For Sale,Single Family,"798,000",640,505,3,1,"1,246",2,1928,4228 7th Ave, Los Angeles,CA,90008
"1702 W 57th St, Los Angeles, CA 90062",For Sale,Multi-Family,"599,000",334,505,5,2,"1,796",2,1923,1702 W 57th St, Los Angeles,CA,90062
"3243 W 60th St, Los Angeles, CA 90043",For Sale,Single Family,"765,000",478,505,3,3,"1,600",2,1922,3243 W 60th St, Los Angeles,CA,90043
"821 N Oxford Ave, Los Angeles, CA 90029",For Sale,Multi-Family,"815,000",662,505,2,2,"1,232",2,1923,821 N Oxford Ave, Los Angeles,CA,90029
"208 W 98th St, Los Angeles, CA 90003",For Sale,Single Family,"440,000",615,505,2,1,716,1,1940,208 W 98th St, Los Angeles,CA,90003
"3308 Marguerite St, Los Angeles, CA 90065",For Sale,Single Family,"650,000",1052,505,1,1,618,1,1924,3308 Marguerite St, Los Angeles,CA,90065
"3416 11th Ave, Los Angeles, CA 90018",For Sale,Single Family,"775,000",753,505,3,2,"1,029",1,1924,3416 11th Ave, Los Angeles,CA,90018
"1333 Cordon Dr, Los Angeles, CA 90063",For Sale,Single Family,"869,000",547,505,3,2,"1,590",1,1929,1333 Cordon Dr, Los Angeles,CA,90063
"620 S Gramercy Pl Apt 423, Los Angeles, CA 90005",For Sale,Condo,"439,000",795,351,No Info,1,552,1,1990,620 S Gramercy Pl Apt 423, Los Angeles,CA,90005
"1234 Wilshire Blvd Apt 305, Los Angeles, CA 90017",For Sale,Condo,"675,000",592,623,2,2,"1,140",1,2006,1234 Wilshire Blvd Apt 305, Los Angeles,CA,90017
"901 S Ellery Dr, Los Angeles, CA 90732",For Sale,Single Family,"750,000",652,623,2,1,"1,150",1,1940,901 S Ellery Dr, Los Angeles,CA,90732
"8529 Mammoth Ave, Panorama City, CA 91402",For Sale,Single Family,"619,000",518,623,2,1,"1,196",2,1949,8529 Mammoth Ave, Panorama City,CA,91402
"10044 Noble Ave, Mission Hills, CA 91345",For Sale,Single Family,"899,000",420,623,4,2,"2,140",2,1957,10044 Noble Ave, Mission Hills,CA,91345
"3217 Morgan Ave, Los Angeles, CA 90011",For Sale,Multi-Family,"649,900",426,623,No Info,No Info,"1,527",2,1912,3217 Morgan Ave, Los Angeles,CA,90011
"9764 Andora Ave, Chatsworth, CA 91311",For Sale,Single Family,"1,249,000",423,623,4,3,"2,952",2,1964,9764 Andora Ave, Chatsworth,CA,91311
"2202 Hillcrest Dr, Los Angeles, CA 90016",For Sale,Multi-Family,"1,400,000",447,623,4,3,"3,132",2,1923,2202 Hillcrest Dr, Los Angeles,CA,90016
"7100 Alvern St Apt 410, Los Angeles, CA 90045",For Sale,Condo,"717,100",629,425,2,2,"1,140",2,2010,7100 Alvern St Apt 410, Los Angeles,CA,90045
"10327 Keokuk Ave, Chatsworth, CA 91311",For Sale,Single Family,"1,250,000",457,425,5,3,"2,733",2,1963,10327 Keokuk Ave, Chatsworth,CA,91311
"10829 Woodward Ave, Sunland, CA 91040",For Sale,Single Family,"890,000",554,425,3,2,"1,607",2,1939,10829 Woodward Ave, Sunland,CA,91040
"10461 Cantara St, Sun Valley, CA 91352",For Sale,Single Family,"774,999",718,425,3,1,"1,079",1,1951,10461 Cantara St, Sun Valley,CA,91352
"22617 Margarita Dr, Woodland Hills, CA 91364",For Sale,Single Family,"1,200,000",462,425,3,4,"2,600",2,1978,22617 Margarita Dr, Woodland Hills,CA,91364
"14285 Valley Vista Blvd, Sherman Oaks, CA 91423",For Sale,Single Family,"6,200,000",949,425,5,5,"6,534",3,1996,14285 Valley Vista Blvd, Sherman Oaks,CA,91423
"11315 Huston St, North Hollywood, CA 91601",For Sale,Single Family,"1,137,500",599,425,3,2,"1,900",3,1926,11315 Huston St, North Hollywood,CA,91601
"1202 Outrigger Ln, Harbor City, CA 90710",For Sale,Townhome,"1,149,000",453,219,4,3,"2,538",2,2020,1202 Outrigger Ln, Harbor City,CA,90710
"The Estates at Ponte Vista 27812 S. Western Ave., San Pedro, CA 90732",For Sale,No Info,"From$1,437,990",No Info,No Info,4,3,"2,986",No Info,No Info,The Estates at Ponte Vista 27812 S. Western Ave., San Pedro,CA,90732
"8436 Barnsley Ave, Los Angeles, CA 90045",For Sale,Multi-Family,"1,290,000",800,219,4,2,"1,612",2,1948,8436 Barnsley Ave, Los Angeles,CA,90045
"7838 Shadyspring Dr, Burbank, CA 91504",For Sale,Single Family,"1,795,000",594,219,4,4,"3,024",2,1980,7838 Shadyspring Dr, Burbank,CA,91504
"11319 Huston St, North Hollywood, CA 91601",For Sale,Single Family,"1,137,500",900,219,2,1,"1,264",2,1926,11319 Huston St, North Hollywood,CA,91601
"11863 Nebraska Ave, Los Angeles, CA 90025",For Sale,Townhome,"1,425,000",710,375,3,2,"2,007",2,1987,11863 Nebraska Ave, Los Angeles,CA,90025
"4821 Calhoun Ave, Sherman Oaks, CA 91423",For Sale,Single Family,"1,500,000",754,375,4,3,"1,989",2,1940,4821 Calhoun Ave, Sherman Oaks,CA,91423
"6030 Seabluff Dr Apt 516, Playa Vista, CA 90094",For Sale,Condo,"1,128,000",964,773,2,2,"1,170",2,2019,6030 Seabluff Dr Apt 516, Playa Vista,CA,90094
"12309 Cantura St, Studio City, CA 91604",For Sale,Single Family,"1,450,000",1252,773,2,1,"1,158",2,1936,12309 Cantura St, Studio City,CA,91604
"2657 Ivanhoe Dr, Los Angeles, CA 90039",For Sale,Single Family,"2,799,000",884,773,3,2,"3,168",2,1952,2657 Ivanhoe Dr, Los Angeles,CA,90039
"4136 Leimert Blvd, Los Angeles, CA 90008",For Sale,Multi-Family,"1,350,000",402,773,8,4,"3,357",4,1947,4136 Leimert Blvd, Los Angeles,CA,90008
"1186 Corsica Dr, Pacific Palisades, CA 90272",For Sale,Single Family,"5,788,000",1287,773,5,4,"4,497",4,1953,1186 Corsica Dr, Pacific Palisades,CA,90272
"3321 Lugano Pl, Los Angeles, CA 90068",For Sale,Single Family,"2,595,000",666,773,4,4,"3,899",3,2001,3321 Lugano Pl, Los Angeles,CA,90068
"7721 Airport Blvd, Los Angeles, CA 90045",For Sale,Single Family,"1,399,000",830,773,3,2,"1,686",3,1949,7721 Airport Blvd, Los Angeles,CA,90045
"612 N Sycamore Ave, Los Angeles, CA 90036",For Sale,Multi-Family,"3,195,000",443,773,12,9,"7,215",3,1957,612 N Sycamore Ave, Los Angeles,CA,90036
"104 S Cabrillo Ave, San Pedro, CA 90731",For Sale,Multi-Family,"1,088,000",573,773,5,4,"1,900",3,1960,104 S Cabrillo Ave, San Pedro,CA,90731
"3030 Greenfield Ave, Los Angeles, CA 90034",For Sale,Single Family,"2,749,900",895,773,4,3,"3,071",2,1941,3030 Greenfield Ave, Los Angeles,CA,90034
"78 E 58th St, Brooklyn, NY 11203",For Sale,Single Family,"639,000",330,773,3,3,"1,939",2,1945,78 E 58th St, Brooklyn,NY,11203
"111 W 57th St Unit 54, New York, NY 10019",For Sale,Condo,"26,750,000",6395,8579,3,3,"4,183",2,2020,111 W 57th St Unit 54, New York,NY,10019
"363 Aspen Knolls Way, Staten Island, NY 10312",For Sale,Condo,"410,000",303,8579,2,1,"1,354",1,1996,363 Aspen Knolls Way, Staten Island,NY,10312
"1298 Rockland Ave Apt 1G, Staten Island, NY 10314",For Sale,Condo,"319,000",498,376,1,1,640,1,1974,1298 Rockland Ave Apt 1G, Staten Island,NY,10314
"525 E 11th St Units 3B & 4B, New York, NY 10009",For Sale,Condo,"4,895,000",2183,2407,4,3,"2,242",1,2005,525 E 11th St Units 3B & 4B, New York,NY,10009
"40-12 149 St Unit Li, Flushing, NY 11354",For Sale,Condo,"468,000",2183,347,1,1,No Info,1,1988,40-12 149 St Unit Li, Flushing,NY,11354
"26 Imperial Ct, Staten Island, NY 10304",For Sale,Single Family,"508,000",321,347,3,2,"1,585",1,2006,26 Imperial Ct, Staten Island,NY,10304
"22-31 77th St Unit C2, East Elmhurst, NY 11370",For Sale,Condo,"435,000",593,535,1,1,734,1,1939,22-31 77th St Unit C2, East Elmhurst,NY,11370
"431 Hamden Ave, Staten Island, NY 10306",For Sale,Single Family,"469,000",593,535,3,2,No Info,1,1925,431 Hamden Ave, Staten Island,NY,10306
"70 W 18th Rd, Broad Channel, NY 11693",For Sale,Single Family,"699,999",452,535,3,1,"1,550",1,2021,70 W 18th Rd, Broad Channel,NY,11693
"3030 Johnson Ave Apt 6H, Bronx, NY 10463",For Sale,Co-op,"289,000",304,975,2,1,950,1,1965,3030 Johnson Ave Apt 6H, Bronx,NY,10463
"2475 W 16th St Apt 15H, Brooklyn, NY 11214",For Sale,Co-op,"458,000",366,1128,3,2,"1,250",1,1965,2475 W 16th St Apt 15H, Brooklyn,NY,11214
"146-16 Rockaway Blvd, Jamaica, NY 11436",For Sale,Multi-Family,"899,900",326,1128,4,2,"2,760",1,1930,146-16 Rockaway Blvd, Jamaica,NY,11436
"152-18 Union Tpke Unit 4P, Flushing, NY 11367",For Sale,Condo,"380,000",920,327,No Info,1,413,1,1973,152-18 Union Tpke Unit 4P, Flushing,NY,11367
"132-54 60 Ave, Flushing, NY 11355",For Sale,Multi-Family,"2,080,000",920,327,5,5,No Info,1,1985,132-54 60 Ave, Flushing,NY,11355
"132-52 60 Ave, Flushing, NY 11355",For Sale,Multi-Family,"2,180,000",920,327,5,5,No Info,1,1985,132-52 60 Ave, Flushing,NY,11355
"88 Greenwich St Apt 629, Manhattan, NY 10006",For Sale,Condo,"720,000",920,894,No Info,1,No Info,1,1985,88 Greenwich St Apt 629, Manhattan,NY,10006
"143 Weed Ave, Staten Island, NY 10306",For Sale,Single Family,"699,900",371,894,2,1,"1,886",1,1985,143 Weed Ave, Staten Island,NY,10306
"57-59 Hewlett St, Little Neck, NY 11362",For Sale,Single Family,"1,268,000",597,894,3,3,"2,124",1,2007,57-59 Hewlett St, Little Neck,NY,11362
"97-12 Linden Blvd, Ozone Park, NY 11417",For Sale,Single Family,"649,000",541,894,3,2,"1,200",1,1925,97-12 Linden Blvd, Ozone Park,NY,11417
"222-44 92nd Rd, Queens, NY 11428",For Sale,Multi-Family,"725,000",498,894,3,2,"1,456",1,1945,222-44 92nd Rd, Queens,NY,11428
"80-10 Bell Blvd, Hollis Hills, NY 11427",For Sale,Single Family,"968,000",498,894,3,2,No Info,2,1960,80-10 Bell Blvd, Hollis Hills,NY,11427
"330 E 38th St Apt 21E, New York, NY 10016",For Sale,Condo,"1,595,000",1362,980,2,2,"1,171",2,1989,330 E 38th St Apt 21E, New York,NY,10016
"34-17 103rd St Unit 102, Corona, NY 11368",For Sale,Condo,"480,000",757,321,2,1,634,2,2021,34-17 103rd St Unit 102, Corona,NY,11368
"460 W 42nd St Ph 1A, New York, NY 10036",For Sale,Condo,"1,881,000",3094,928,1,1,608,2,2021,460 W 42nd St Ph 1A, New York,NY,10036
"156-14 59th Ave, Flushing, NY 11355",For Sale,Multi-Family,"1,999,999",1818,928,6,4,"1,100",1,2021,156-14 59th Ave, Flushing,NY,11355
"116 Pinehurst Ave Apt B52, New York, NY 10033",For Sale,Co-op,"539,000",1818,1415,1,1,No Info,1,1925,116 Pinehurst Ave Apt B52, New York,NY,10033
"270 Pacific Ave, Staten Island, NY 10312",For Sale,Single Family,"669,000",540,1415,3,2,"1,240",1,1955,270 Pacific Ave, Staten Island,NY,10312
"204 Greenwood Ave, Brooklyn, NY 11218",For Sale,Multi-Family,"1,749,000",625,1415,3,3,"2,800",1,1925,204 Greenwood Ave, Brooklyn,NY,11218
"150-48 76th Rd, Kew Gardens Hills, NY 11367",For Sale,Townhouse,"799,000",448,1415,3,2,"1,782",1,1955,150-48 76th Rd, Kew Gardens Hills,NY,11367
"543 76th St, Brooklyn, NY 11209",For Sale,Multi-Family,"1,395,000",448,1415,4,3,No Info,1,1920,543 76th St, Brooklyn,NY,11209
"215 W 75th St Apt 6F, New York, NY 10023",For Sale,Co-op,"925,000",448,1911,1,1,No Info,1,1924,215 W 75th St Apt 6F, New York,NY,10023
"415 E 52nd St Apt 7FC, New York, NY 10022",For Sale,Co-op,"595,000",448,1995,1,1,No Info,1,1956,415 E 52nd St Apt 7FC, New York,NY,10022
"880 5th Ave Unit 9GH, New York, NY 10021",For Sale,Co-op,"5,695,000",448,6391,3,5,No Info,1,1948,880 5th Ave Unit 9GH, New York,NY,10021
"107 W 25th St Apt 2E, New York, NY 10001",For Sale,Co-op,"1,595,000",448,2209,2,1,No Info,1,1905,107 W 25th St Apt 2E, New York,NY,10001
"99-40 63 Rd Unit 14V, Rego Park, NY 11374",For Sale,Co-op,"459,000",448,1281,3,1,No Info,1,1905,99-40 63 Rd Unit 14V, Rego Park,NY,11374
"310 W 56th St Apt 12E, Manhattan, NY 10019",For Sale,No Info,"999,000",No Info,No Info,No Info,1,550,No Info,No Info,310 W 56th St Apt 12E, Manhattan,NY,10019
"87 Barrow St Unit B6H, New York, NY 10014",For Sale,Co-op,"800,000",448,849,1,1,No Info,1,1926,87 Barrow St Unit B6H, New York,NY,10014
"135 Prospect Park SW Apt F15, Brooklyn, NY 11218",For Sale,Co-op,"1,350,000",448,773,2,1,No Info,1,1926,135 Prospect Park SW Apt F15, Brooklyn,NY,11218
"360 Furman St Apt 911, New York, NY 11201",For Sale,Condo,"1,275,000",1156,775,1,1,"1,103",1,1926,360 Furman St Apt 911, New York,NY,11201
"240 W 23rd St Apt 3B, New York, NY 10011",For Sale,Co-op,"1,750,000",1156,2848,2,2,No Info,1,1920,240 W 23rd St Apt 3B, New York,NY,10011
"400 E 85th St Apt 5A, New York, NY 10028",For Sale,Co-op,"630,000",1156,1167,1,1,No Info,1,1920,400 E 85th St Apt 5A, New York,NY,10028
"12 Bosworth St, Staten Island, NY 10310",For Sale,Single Family,"599,000",340,1167,3,2,"1,760",1,1986,12 Bosworth St, Staten Island,NY,10310
"734 Jewett Ave, Staten Island, NY 10314",For Sale,Single Family,"650,000",351,1167,3,2,"1,850",1,1905,734 Jewett Ave, Staten Island,NY,10314
"400 Maryland Ave Apt 2B, Staten Island, NY 10305",For Sale,Co-op,"275,000",275,1167,1,1,"1,000",1,1947,400 Maryland Ave Apt 2B, Staten Island,NY,10305
"220 E 65th St Apt 15N, Manhattan, NY 10065",For Sale,Condo,"1,280,000",1515,1143,2,2,845,1,1978,220 E 65th St Apt 15N, Manhattan,NY,10065
"141 Weed Ave, Staten Island, NY 10306",For Sale,Single Family,"699,900",371,1143,2,1,"1,886",1,1985,141 Weed Ave, Staten Island,NY,10306
"119-16 Poppenhusen Ave, College Point, NY 11356",For Sale,Single Family,"749,000",371,1143,3,1,No Info,1,1920,119-16 Poppenhusen Ave, College Point,NY,11356
"24 5th Ave Apt 1418, New York, NY 10011",For Sale,Co-op,"399,000",371,1008,No Info,1,No Info,1,1926,24 5th Ave Apt 1418, New York,NY,10011
"382 Eastern Pkwy Apt 1D, Brooklyn, NY 11225",For Sale,Condo,"485,000",746,444,1,1,650,1,1925,382 Eastern Pkwy Apt 1D, Brooklyn,NY,11225
"79-35 68th Ave, Middle Village, NY 11379",For Sale,Multi-Family,"950,888",746,444,6,2,No Info,1,1925,79-35 68th Ave, Middle Village,NY,11379
"71-02 35th Ave, Jackson Heights, NY 11372",For Sale,Multi-Family,"2,199,000",746,444,6,2,No Info,1,1930,71-02 35th Ave, Jackson Heights,NY,11372
"10 E 70th St Apt 9D, New York, NY 10021",For Sale,Co-op,"1,950,000",746,5079,2,2,No Info,1,1962,10 E 70th St Apt 9D, New York,NY,10021
"386A Chauncey St, Brooklyn, NY 11233",For Sale,Multi-Family,"975,000",508,5079,6,3,"1,920",1,1995,386A Chauncey St, Brooklyn,NY,11233
"160-15 122nd Ave, Queens, NY 11434",For Sale,Multi-Family,"989,000",508,5079,6,2,No Info,1,1995,160-15 122nd Ave, Queens,NY,11434
"151-09 20th Rd, Whitestone, NY 11357",For Sale,Single Family,"948,000",611,5079,3,1,"1,552",1,1930,151-09 20th Rd, Whitestone,NY,11357
"300 E 59th St Apt 907, New York, NY 10022",For Sale,Co-op,"899,000",611,2047,2,1,No Info,1,1974,300 E 59th St Apt 907, New York,NY,10022
"1981 Rockaway Pkwy, Brooklyn, NY 11236",For Sale,Multi-Family,"599,000",832,2047,1,2,720,1,1910,1981 Rockaway Pkwy, Brooklyn,NY,11236
"400 E 85th St Apt 8C, Manhattan, NY 10028",For Sale,Co-op,"669,000",832,1327,1,1,No Info,1,1962,400 E 85th St Apt 8C, Manhattan,NY,10028
"444 E 86th St Apt 30D, New York, NY 10028",For Sale,Co-op,"670,000",832,1271,1,1,No Info,1,1974,444 E 86th St Apt 30D, New York,NY,10028
"16 W 74th St Apt 7, Manhattan, NY 10023",For Sale,Co-op,"895,000",832,1567,1,1,No Info,1,1900,16 W 74th St Apt 7, Manhattan,NY,10023
"2675 E 7th St Apt 2B, Brooklyn, NY 11235",For Sale,Co-op,"269,000",336,602,1,1,800,1,1900,2675 E 7th St Apt 2B, Brooklyn,NY,11235
"415 Argyle Rd Apt 4D, New York, NY 11218",For Sale,Co-op,"450,000",336,600,1,1,No Info,1,1963,415 Argyle Rd Apt 4D, New York,NY,11218
"338 101st St Apt 32D, Brooklyn, NY 11209",For Sale,Co-op,"349,000",336,600,1,1,No Info,1,1963,338 101st St Apt 32D, Brooklyn,NY,11209
"1855 E 12th St Apt 5N, Brooklyn, NY 11229",For Sale,Co-op,"230,000",411,415,No Info,1,560,1,1963,1855 E 12th St Apt 5N, Brooklyn,NY,11229
"68 Moffat St, Brooklyn, NY 11207",For Sale,Multi-Family,"900,000",411,415,9,3,No Info,1,1899,68 Moffat St, Brooklyn,NY,11207
"965 Kent Ave Apt E1, Brooklyn, NY 11205",For Sale,Condo,"899,000",614,433,2,1,"1,465",1,2003,965 Kent Ave Apt E1, Brooklyn,NY,11205
"220 Riverside Blvd Apt 4R, New York, NY 10069",For Sale,Condo,"835,000",1193,851,1,1,700,1,2001,220 Riverside Blvd Apt 4R, New York,NY,10069
"155 W 20th St Apt 4C, New York, NY 10011",For Sale,Co-op,"650,000",1368,959,No Info,1,475,1,1938,155 W 20th St Apt 4C, New York,NY,10011
"234 E 14th St Apt 5A, New York, NY 10003",For Sale,Co-op,"635,000",977,988,1,1,650,1,1920,234 E 14th St Apt 5A, New York,NY,10003
"23 E 10th St Apt 807, Manhattan, NY 10003",For Sale,Co-op,"1,350,000",977,2233,1,1,No Info,1,1882,23 E 10th St Apt 807, Manhattan,NY,10003
"22 Warren St Apt 5, Manhattan, NY 10007",For Sale,Condo,"3,250,000",1625,1078,3,2,"2,000",1,1915,22 Warren St Apt 5, Manhattan,NY,10007
"154 Lafayette Ave Unit Garden, Brooklyn, NY 11238",For Sale,Co-op,"1,750,000",1625,801,2,1,No Info,1,1900,154 Lafayette Ave Unit Garden, Brooklyn,NY,11238
"251 7th St Apt 3B, New York, NY 11215",For Sale,Condo,"715,000",1625,547,1,1,No Info,1,2008,251 7th St Apt 3B, New York,NY,11215
"1 Grand Army Plz Apt 2B, Brooklyn, NY 11238",For Sale,Condo,"1,800,000",1506,1608,2,1,"1,195",1,2008,1 Grand Army Plz Apt 2B, Brooklyn,NY,11238
"20 E 35th St Apt 10E, New York, NY 10016",For Sale,Co-op,"799,000",1506,1787,1,1,No Info,1,1937,20 E 35th St Apt 10E, New York,NY,10016
"957 Pacific St Apt 301, Brooklyn, NY 11238",For Sale,Condo,"800,000",1070,468,1,1,748,1,2006,957 Pacific St Apt 301, Brooklyn,NY,11238
"38 77th St, Brooklyn, NY 11209",For Sale,Single Family,"1,199,000",715,468,3,2,"1,676",1,1925,38 77th St, Brooklyn,NY,11209
"7302 Bay Pkwy, Brooklyn, NY 11204",For Sale,Multi-Family,"3,999,000",1613,468,6,3,"2,480",1,1925,7302 Bay Pkwy, Brooklyn,NY,11204
"1753 E 12th St Apt 3B, Brooklyn, NY 11229",For Sale,Condo,"539,000",818,380,1,1,659,1,2016,1753 E 12th St Apt 3B, Brooklyn,NY,11229
"165 W End Ave Apt 19J, New York, NY 10023",For Sale,Co-op,"835,000",818,1550,1,1,No Info,1,1959,165 W End Ave Apt 19J, New York,NY,10023
"40 Ocean Pkwy Apt 3D, Brooklyn, NY 11218",For Sale,Co-op,"975,000",786,862,2,1,"1,240",1,1959,40 Ocean Pkwy Apt 3D, Brooklyn,NY,11218
"300 W 122nd St Apt 8L, New York, NY 10027",For Sale,Condo,"870,000",1255,640,1,1,693,1,2020,300 W 122nd St Apt 8L, New York,NY,10027
"1 Clinton St Apt 7E, Brooklyn, NY 11201",For Sale,Condo,"2,500,000",1565,1400,2,2,"1,597",1,2020,1 Clinton St Apt 7E, Brooklyn,NY,11201
"321 E 48th St Apt 10E, New York, NY 10017",For Sale,Condo,"429,000",1565,679,No Info,1,No Info,1,1962,321 E 48th St Apt 10E, New York,NY,10017
"82-39 268 St Unit 8239, Floral Park, NY 11004",For Sale,Co-op,"299,999",1565,872,2,1,No Info,1,1950,82-39 268 St Unit 8239, Floral Park,NY,11004
"413 Westervelt Ave, Staten Island, NY 10301",For Sale,Multi-Family,"1,999,000",694,872,7,5,"2,880",1,1882,413 Westervelt Ave, Staten Island,NY,10301
"227 Malone Ave, Staten Island, NY 10306",For Sale,Single Family,"579,900",388,872,3,2,"1,494",1,1970,227 Malone Ave, Staten Island,NY,10306
"76-12 Ditmars Blvd Unit C2, East Elmhurst, NY 11370",For Sale,Condo,"419,000",665,459,1,1,630,1,1941,76-12 Ditmars Blvd Unit C2, East Elmhurst,NY,11370
"33-43 14th St Unit 2D, Queens, NY 11106",For Sale,Co-op,"465,000",665,853,2,1,No Info,1,1958,33-43 14th St Unit 2D, Queens,NY,11106
"33-65 14th St Unit 12B, Queens, NY 11106",For Sale,Co-op,"515,000",665,859,2,1,No Info,1,1958,33-65 14th St Unit 12B, Queens,NY,11106
"443 Greenwich St Ph H, Manhattan, NY 10013",For Sale,Condo,"49,500,000",5557,18360,6,6,"8,908",1,1882,443 Greenwich St Ph H, Manhattan,NY,10013
"60-39 59th Ave, Maspeth, NY 11378",For Sale,Single Family,"835,000",654,18360,3,2,"1,277",1,1957,60-39 59th Ave, Maspeth,NY,11378
"107-16 37th Ave Unit 4B, Corona, NY 11368",For Sale,Condo,"499,000",568,373,2,1,878,1,2011,107-16 37th Ave Unit 4B, Corona,NY,11368
"34-21 78 St Unit 3G, Jackson Heights, NY 11372",For Sale,Co-op,"330,000",568,858,1,1,No Info,1,1939,34-21 78 St Unit 3G, Jackson Heights,NY,11372
"1655 Flatbush Ave Apt C1203, Brooklyn, NY 11210",For Sale,Co-op,"475,000",568,826,2,1,No Info,1,1964,1655 Flatbush Ave Apt C1203, Brooklyn,NY,11210
"171 Perry Ave, Staten Island, NY 10314",For Sale,Single Family,"929,000",365,826,5,3,"2,548",1,1970,171 Perry Ave, Staten Island,NY,10314
"190 Highland Ave, Staten Island, NY 10301",For Sale,Single Family,"790,000",549,826,3,1,"1,440",1,2003,190 Highland Ave, Staten Island,NY,10301
"255-09 Iowa Rd, Little Neck, NY 11362",For Sale,Single Family,"949,000",549,826,3,1,No Info,1,1946,255-09 Iowa Rd, Little Neck,NY,11362
"400 E 56th St Apt 20C, New York, NY 10022",For Sale,Co-op,"1,075,000",549,2036,2,1,No Info,1,1968,400 E 56th St Apt 20C, New York,NY,10022
"57 Mace St, Staten Island, NY 10306",For Sale,Single Family,"2,400,000",632,2036,5,3,"3,800",2,1999,57 Mace St, Staten Island,NY,10306
"193 Clinton Ave Apt 9D, Brooklyn, NY 11205",For Sale,Co-op,"695,000",869,970,2,1,800,2,1944,193 Clinton Ave Apt 9D, Brooklyn,NY,11205
"5404 83rd St, Elmhurst, NY 11373",For Sale,Multi-Family,"1,188,000",869,970,5,3,No Info,2,1920,5404 83rd St, Elmhurst,NY,11373
"33-44 Junction Blvd Unit 6M, Jackson Heights, NY 11372",For Sale,Co-op,"249,095",293,1205,1,1,850,2,1959,33-44 Junction Blvd Unit 6M, Jackson Heights,NY,11372
"161 E 110th St Apt 6K, Manhattan, NY 10029",For Sale,Condo,"830,000",856,869,2,2,970,2,2008,161 E 110th St Apt 6K, Manhattan,NY,10029
"1200 E 53rd St Apt 6N, Brooklyn, NY 11234",For Sale,Co-op,"269,000",276,996,2,1,975,2,2008,1200 E 53rd St Apt 6N, Brooklyn,NY,11234
"520 E 72nd St Apt 2R, Manhattan, NY 10021",For Sale,Co-op,"400,000",276,802,No Info,1,No Info,2,1964,520 E 72nd St Apt 2R, Manhattan,NY,10021
"36-21 210 St, Bayside, NY 11361",For Sale,Single Family,"1,258,000",276,802,4,1,No Info,1,1920,36-21 210 St, Bayside,NY,11361
"1845 Adam Clayton Powell Jr Blvd Apt 5C, New York, NY 10026",For Sale,Condo,"2,295,000",973,1167,3,2,"2,359",1,1900,1845 Adam Clayton Powell Jr Blvd Apt 5C, New York,NY,10026
"100 W 57th St Apt 2G, New York, NY 10019",For Sale,Co-op,"450,000",474,2200,1,1,950,1,1962,100 W 57th St Apt 2G, New York,NY,10019
"301 S 4th St, New York, NY 11211",For Sale,Multi-Family,"3,000,000",474,2200,6,3,No Info,1,1962,301 S 4th St, New York,NY,11211
"15 W 11th St Apt 6A, New York, NY 10011",For Sale,Co-op,"1,350,000",474,1594,1,1,No Info,1,1922,15 W 11th St Apt 6A, New York,NY,10011
"2025 Broadway Apt 22H, New York, NY 10023",For Sale,Co-op,"725,000",474,1687,1,1,No Info,1,1977,2025 Broadway Apt 22H, New York,NY,10023
"160 Imlay St Apt 4B1, New York, NY 11231",For Sale,Condo,"2,500,000",908,2275,3,3,"2,753",1,1913,160 Imlay St Apt 4B1, New York,NY,11231
"125 Prospect Park W Apt 4C, New York, NY 11215",For Sale,Co-op,"1,175,000",908,1286,2,1,No Info,1,1913,125 Prospect Park W Apt 4C, New York,NY,11215
"11 E 86th St Unit 2A, Manhattan, NY 10028",For Sale,Co-op,"3,000,000",908,3801,3,3,No Info,1,1960,11 E 86th St Unit 2A, Manhattan,NY,10028
"147 Hope St Apt 4F, New York, NY 11211",For Sale,Condo,"950,000",1349,316,1,1,704,1,1960,147 Hope St Apt 4F, New York,NY,11211
"613 Baltic St Apt 3E, Brooklyn, NY 11217",For Sale,Condo,"2,195,000",1619,1344,3,3,"1,356",1,2017,613 Baltic St Apt 3E, Brooklyn,NY,11217
"8797 19th Ave, Brooklyn, NY 11214",For Sale,Multi-Family,"1,800,000",545,1344,7,4,"3,300",1,2017,8797 19th Ave, Brooklyn,NY,11214
